DPC施設名,都道府県,病院類型,DPC算定病床数,病床総数,マッチ状態,スコア,病床報告施設名,候補2,候補3
医療法人徳洲会　長崎北徳洲会病院,長崎県,平成21年度DPC参加病院,78.0,108.0,完全一致,1.0,医療法人徳洲会　長崎北徳洲会病院,,
長崎県対馬病院,長崎県,平成30年度DPC参加病院,128.0,229.0,完全一致,1.0,長崎県対馬病院,,
くわみず病院,熊本県,平成26年度DPC参加病院,50.0,100.0,完全一致,1.0,くわみず病院,,
江南病院,熊本県,平成21年度DPC参加病院,63.0,198.0,完全一致,1.0,江南病院,,
成尾整形外科病院,熊本県,平成22年度DPC参加病院,49.0,103.0,完全一致,1.0,成尾整形外科病院,,
熊本市医師会熊本地域医療センター,熊本県,平成21年度DPC参加病院,185.0,227.0,完全一致,1.0,一般社団法人 熊本市医師会 熊本地域医療センター,,
熊本機能病院,熊本県,平成20年度DPC参加病院,86.0,362.0,完全一致,1.0,熊本機能病院,,
独立行政法人地域医療機能推進機構　諫早総合病院,長崎県,平成16年度DPC参加病院,319.0,323.0,完全一致,1.0,独立行政法人地域医療機能推進機構　諫早総合病院,,
市立大村市民病院,長崎県,平成18年度DPC参加病院,114.0,212.0,完全一致,1.0,市立大村市民病院,,
一般社団法人天草郡市医師会立天草地域医療センター,熊本県,平成21年度DPC参加病院,193.0,193.0,完全一致,1.0,一般社団法人天草郡市医師会立天草地域医療センター,,
熊本リハビリテーション病院,熊本県,平成20年度DPC参加病院,90.0,225.0,完全一致,1.0,熊本リハビリテーション病院,,
熊本セントラル病院,熊本県,平成21年度DPC参加病院,96.0,246.0,完全一致,1.0,熊本セントラル病院,,
くまもと森都総合病院,熊本県,平成21年度DPC参加病院,154.0,199.0,完全一致,1.0,くまもと森都総合病院,,
大腸肛門病センター高野病院,熊本県,平成20年度DPC参加病院,100.0,166.0,完全一致,1.0,大腸肛門病センター高野病院,,
熊本整形外科病院,熊本県,平成20年度DPC参加病院,154.0,204.0,完全一致,1.0,熊本整形外科病院,,
地方独立行政法人長崎市立病院機構　長崎みなとメディカルセンター,長崎県,平成18年度DPC参加病院,407.0,420.0,サフィックス一致,0.9,長崎みなとメディカルセンター,,
長崎県壱岐病院,長崎県,平成30年度DPC参加病院,81.0,178.0,完全一致,1.0,長崎県壱岐病院,,
熊本市立熊本市民病院,熊本県,平成18年度DPC参加病院,388.0,388.0,完全一致,1.0,熊本市立熊本市民病院,,
荒尾市立有明医療センター,熊本県,平成21年度DPC参加病院,232.0,274.0,完全一致,1.0,荒尾市立有明医療センター,,
阿蘇医療センター,熊本県,令和6年度DPC参加病院,124.0,124.0,完全一致,1.0,阿蘇医療センター,,
熊本中央病院,熊本県,平成18年度DPC参加病院,355.0,355.0,完全一致,1.0,熊本中央病院,,
独立行政法人労働者健康安全機構　熊本労災病院,熊本県,平成20年度DPC参加病院,410.0,410.0,完全一致,1.0,独立行政法人労働者健康安全機構熊本労災病院,,
国保　水俣市立総合医療センター,熊本県,平成18年度DPC参加病院,201.0,296.0,完全一致,1.0,国保水俣市立総合医療センター,,
福田病院,熊本県,平成23年度DPC参加病院,158.0,158.0,サフィックス一致,0.9,社会医療法人愛育会福田病院,,
宇城総合病院,熊本県,平成21年度DPC参加病院,98.0,204.0,完全一致,1.0,宇城総合病院,,
今村病院,佐賀県,平成21年度DPC参加病院,78.0,247.0,未結合,,,,
やよいがおか鹿毛病院,佐賀県,平成20年度DPC参加病院,50.0,259.0,完全一致,1.0,やよいがおか鹿毛病院,,
山元記念病院,佐賀県,平成24年度DPC参加病院,54.0,150.0,サフィックス一致,0.9,社会医療法人謙仁会山元記念病院,,
副島整形外科病院,佐賀県,平成21年度DPC参加病院,47.0,77.0,完全一致,1.0,副島整形外科病院,,
新武雄病院,佐賀県,平成26年度DPC参加病院,141.0,195.0,完全一致,1.0,新武雄病院,,
祐愛会織田病院,佐賀県,平成18年度DPC参加病院,103.0,131.0,完全一致,1.0,社会医療法人祐愛会織田病院,,
九州鉄道記念病院,福岡県,平成22年度DPC参加病院,99.0,236.0,サフィックス一致,0.9,医療法人若葉会 九州鉄道記念病院,,
独立行政法人労働者健康安全機構　九州労災病院,福岡県,平成21年度DPC参加病院,450.0,450.0,完全一致,1.0,独立行政法人労働者健康安全機構 九州労災病院,,
独立行政法人地域医療機能推進機構　佐賀中部病院,佐賀県,平成16年度DPC参加病院,116.0,160.0,完全一致,1.0,独立行政法人地域医療機能推進機構佐賀中部病院,,
伊万里有田共立病院,佐賀県,平成30年度DPC参加病院,206.0,206.0,完全一致,1.0,伊万里有田共立病院,,
唐津赤十字病院,佐賀県,平成21年度DPC参加病院,304.0,304.0,完全一致,1.0,唐津赤十字病院,,
独立行政法人国立病院機構　佐賀病院,佐賀県,平成23年度DPC参加病院,210.0,270.0,完全一致,1.0,独立行政法人国立病院機構佐賀病院,,
独立行政法人国立病院機構　嬉野医療センター,佐賀県,平成18年度DPC参加病院,378.0,399.0,完全一致,1.0,独立行政法人国立病院機構嬉野医療センター,,
社会医療法人　春回会井上病院,長崎県,平成22年度DPC参加病院,100.0,112.0,完全一致,1.0,社会医療法人春回会　井上病院,,
独立行政法人国立病院機構小倉医療センター,福岡県,平成22年度DPC参加病院,295.0,400.0,完全一致,1.0,独立行政法人国立病院機構小倉医療センター,,
医療法人　尽心会　百武整形外科病院,佐賀県,平成28年度DPC参加病院,45.0,45.0,完全一致,1.0,医療法人尽心会百武整形外科病院,,
長崎掖済会病院,長崎県,平成22年度DPC参加病院,70.0,124.0,完全一致,1.0,長崎掖済会病院,,
医療法人　光晴会病院,長崎県,平成21年度DPC参加病院,145.0,145.0,完全一致,1.0,医療法人　光晴会病院,,
医療法人厚生会　虹が丘病院,長崎県,平成21年度DPC参加病院,120.0,150.0,完全一致,1.0,医療法人厚生会　虹が丘病院,,
社会医療法人財団　白十字会　佐世保中央病院,長崎県,平成18年度DPC参加病院,267.0,312.0,完全一致,1.0,社会医療法人財団白十字会佐世保中央病院,,
社会医療法人　三佼会　宮崎病院,長崎県,平成21年度DPC参加病院,70.0,133.0,完全一致,1.0,社会医療法人三佼会　宮崎病院,,
医療法人　医理会　柿添病院,長崎県,平成23年度DPC参加病院,40.0,85.0,サフィックス一致,0.9,柿添病院,,
白石共立病院,佐賀県,平成20年度DPC参加病院,88.0,150.0,完全一致,1.0,白石共立病院,,
社会福祉法人　恩賜財団　済生会唐津病院,佐賀県,平成20年度DPC参加病院,168.0,193.0,未結合,,,,
医療法人伴帥会　愛野記念病院,長崎県,平成20年度DPC参加病院,116.0,234.0,サフィックス一致,0.9,愛野記念病院,,
医療法人栄和会　泉川病院,長崎県,平成20年度DPC参加病院,108.0,120.0,サフィックス一致,0.9,泉川病院,,
独立行政法人国立病院機構　長崎川棚医療センター,長崎県,平成20年度DPC参加病院,60.0,235.0,完全一致,1.0,独立行政法人国立病院機構　長崎川棚医療センター,,
独立行政法人労働者健康安全機構　長崎労災病院,長崎県,平成18年度DPC参加病院,254.0,304.0,完全一致,1.0,独立行政法人労働者健康安全機構　長崎労災病院,,
国家公務員共済組合連合会　佐世保共済病院,長崎県,平成20年度DPC参加病院,266.0,306.0,完全一致,1.0,国家公務員共済組合連合会　佐世保共済病院,,
社会福祉法人　十善会　十善会病院,長崎県,平成21年度DPC参加病院,94.0,188.0,完全一致,1.0,社会福祉法人十善会　十善会病院,,
聖フランシスコ病院,長崎県,平成21年度DPC参加病院,50.0,157.0,サフィックス一致,0.9,宗教法人聖フランシスコ病院会　聖フランシスコ病院,,
社会医療法人　長崎記念病院,長崎県,平成20年度DPC参加病院,117.0,213.0,完全一致,1.0,長崎記念病院,,
ヨコクラ病院,福岡県,平成26年度DPC参加病院,56.0,199.0,完全一致,1.0,ヨコクラ病院,,
長田病院,福岡県,平成21年度DPC参加病院,76.0,182.0,完全一致,1.0,長田病院,,
米の山病院,福岡県,平成20年度DPC参加病院,123.0,219.0,完全一致,1.0,米の山病院,,
杉循環器科内科病院,福岡県,平成26年度DPC参加病院,48.0,81.0,完全一致,1.0,杉循環器科内科病院,,
社会保険大牟田天領病院,福岡県,平成21年度DPC参加病院,196.0,389.0,完全一致,1.0,社会保険大牟田天領病院,,
大牟田市立病院,福岡県,平成20年度DPC参加病院,320.0,320.0,完全一致,1.0,大牟田市立病院,,
くるめ病院,福岡県,平成22年度DPC参加病院,45.0,85.0,完全一致,1.0,くるめ病院,,
古賀病院21,福岡県,平成20年度DPC参加病院,142.0,199.0,サフィックス一致,0.9,社会医療法人天神会　古賀病院２１,,
飯塚市立病院,福岡県,平成28年度DPC参加病院,150.0,250.0,完全一致,1.0,飯塚市立病院,,
社会保険田川病院,福岡県,平成20年度DPC参加病院,215.0,335.0,完全一致,1.0,社会保険田川病院,,
田川市立病院,福岡県,平成26年度DPC参加病院,199.0,260.0,完全一致,1.0,田川市立病院,,
遠賀中間医師会おんが病院,福岡県,平成24年度DPC参加病院,100.0,100.0,完全一致,1.0,遠賀中間医師会おんが病院,,
福岡新水巻病院,福岡県,平成20年度DPC参加病院,227.0,227.0,完全一致,1.0,福岡新水巻病院,,
社会医療法人共愛会　戸畑共立病院,福岡県,平成20年度DPC参加病院,218.0,218.0,完全一致,1.0,社会医療法人共愛会 戸畑共立病院,,
医療法人聖峰会　田主丸中央病院,福岡県,平成20年度DPC参加病院,90.0,296.0,完全一致,1.0,医療法人聖峰会田主丸中央病院,,
姫野病院,福岡県,平成21年度DPC参加病院,70.0,140.0,完全一致,1.0,姫野病院,,
北九州市立八幡病院,福岡県,平成28年度DPC参加病院,312.0,312.0,完全一致,1.0,北九州市立八幡病院,,
社会医療法人　陽明会小波瀬病院,福岡県,平成20年度DPC参加病院,166.0,266.0,完全一致,1.0,社会医療法人 陽明会 小波瀬病院,,
新行橋病院,福岡県,平成18年度DPC参加病院,201.0,246.0,完全一致,1.0,新行橋病院,,
公益社団法人日本海員掖済会門司掖済会病院,福岡県,平成22年度DPC参加病院,114.0,114.0,完全一致,1.0,公益社団法人日本海員掖済会 門司掖済会病院,,
独立行政法人労働者健康安全機構　九州労災病院　門司メディカルセンター,福岡県,平成21年度DPC参加病院,101.0,175.0,完全一致,1.0,独立行政法人労働者健康安全機構 九州労災病院門司メディカルセンター,,
新小文字病院,福岡県,平成20年度DPC参加病院,214.0,214.0,完全一致,1.0,新小文字病院,,
社会保険直方病院,福岡県,平成21年度DPC参加病院,79.0,156.0,完全一致,1.0,社会保険直方病院,,
独立行政法人地域医療機能推進機構　福岡ゆたか中央病院,福岡県,平成22年度DPC参加病院,82.0,152.0,完全一致,1.0,独立行政法人地域医療機能推進機構 福岡ゆたか中央病院,,
国家公務員共済組合連合会新小倉病院,福岡県,平成21年度DPC参加病院,127.0,259.0,完全一致,1.0,国家公務員共済組合連合会新小倉病院,,
健和会　大手町病院,福岡県,平成20年度DPC参加病院,341.0,449.0,完全一致,1.0,健和会大手町病院,,
北九州総合病院,福岡県,平成20年度DPC参加病院,360.0,360.0,完全一致,1.0,北九州総合病院,,
北九州市立医療センター,福岡県,平成21年度DPC参加病院,494.0,514.0,完全一致,1.0,北九州市立医療センター,,
独立行政法人国立病院機構　福岡東医療センター,福岡県,平成21年度DPC参加病院,391.0,549.0,完全一致,1.0,独立行政法人国立病院機構福岡東医療センター,,
独立行政法人国立病院機構　九州がんセンター,福岡県,平成22年度DPC参加病院,411.0,411.0,完全一致,1.0,独立行政法人国立病院機構九州がんセンター,,
製鉄記念八幡病院,福岡県,平成18年度DPC参加病院,314.0,384.0,完全一致,1.0,製鉄記念八幡病院,,
福岡県済生会八幡総合病院,福岡県,平成21年度DPC参加病院,308.0,355.0,サフィックス一致,0.9,社会福祉法人恩賜財団済生会支部福岡県済生会 八幡総合病院,,
医療法人庄正会蜂須賀病院,福岡県,令和6年度DPC参加病院,46.0,96.0,サフィックス一致,0.9,蜂須賀病院,,
医療法人佐田厚生会　佐田病院,福岡県,平成21年度DPC参加病院,80.0,130.0,完全一致,1.0,医療法人佐田厚生会 佐田病院,,
福岡大学西新病院,福岡県,平成21年度DPC参加病院,60.0,116.0,完全一致,1.0,福岡大学西新病院,,
福岡中央病院,福岡県,平成28年度DPC参加病院,87.0,192.0,サフィックス一致,0.9,医療法人社団高邦会 福岡中央病院,,
社会医療法人財団白十字会白十字病院,福岡県,平成20年度DPC参加病院,237.0,282.0,完全一致,1.0,社会医療法人財団白十字会白十字病院,,
さくら病院,福岡県,平成28年度DPC参加病院,43.0,152.0,完全一致,1.0,さくら病院,,
医療法人　原三信病院,福岡県,平成18年度DPC参加病院,274.0,324.0,完全一致,1.0,医療法人原三信病院,,
国家公務員共済組合連合会　千早病院,福岡県,平成30年度DPC参加病院,124.0,175.0,完全一致,1.0,国家公務員共済組合連合会千早病院,,
福岡記念病院,福岡県,平成18年度DPC参加病院,239.0,239.0,完全一致,1.0,福岡記念病院,,
福西会病院,福岡県,平成24年度DPC参加病院,148.0,198.0,サフィックス一致,0.9,社会医療法人福西会 福西会病院,,
